FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-742,05641,Belovskyweg,1,22,1973-01-05,10005517,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-741,01058,Enenkelstraße,1,16,1900-07-26,10001021,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-740,03164,Meisgeyergasse,1,23,1955-12-07,10003092,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-73f,04429,Schwendergasse,1,15,1894-06-30,10004332,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-73e,02552,Königseggasse,1,6,1903-10-23,10002489,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-73d,00038,Agricolagasse,1,16,1936-05-23,10000037,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-73c,12307,Muhrhoferweg,1,11,1971-12-07,10008390,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-73b,00931,Dresdner Straße,2,2|20,1877-01-01,10000895,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-73a,04825,Tallesbrunngasse,1,19,1906-05-15,10004724,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-739,05788,Wienerwaldgasse,1,14,1983-12-15,10005649,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-738,09477,An der Neurisse,1,22,1986-01-28,10006831,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-737,06281,Donau-City-Straße,1,22,1998-10-20,10006104,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-736,09852,An der Pogrelzstraße,1,22,1973-01-05,10007156,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-735,02855,Leopold-Rister-Gasse,1,5,1957-10-02,10002789,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-734,00878,Dr.-Schreber-Gasse,1,13,1973-01-05,10000847,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-733,00913,Dostalgasse,1,13,1955-06-08,10000877,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-732,12649,Felix-Bischof-Weg,1,22,2002-03-05,10393447,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-731,71002,KG Alsergrund,3,9|18|19,1983-10-13,10010698,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-730,15107,Senderstraßengraben,1,21,2020-03-03,10457846,2013,Fließgewässer
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-72f,15110,Jägerbach,1,17,2006-02-02,10457848,2013,Fließgewässer
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-72e,15112,Wlassakgraben,1,13,2006-02-02,10457850,2013,Fließgewässer
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-72d,15114,Rautenwegbiotop,1,22,2006-02-02,10457852,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-72c,10541,Durchlass Pointenbach,1,17,1989-06-02,10007818,10071,lokaler (interner) Straßenname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-72b,10579,Haidgrabenbrücke,1,19,1989-06-06,10007856,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-72a,10580,Gewölbe im Zuge der Höhenstraße,1,19,1989-06-06,10007857,10071,lokaler (interner) Straßenname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-729,10582,Schwabenwiesenunterführung,1,19,1989-06-06,10007859,10071,lokaler (interner) Straßenname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-728,10584,Durchlass 1938,1,19,1989-06-06,10007861,10071,lokaler (interner) Straßenname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-727,10588,Durchlass 1942,1,19,1989-06-06,10007865,10071,lokaler (interner) Straßenname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-726,18084,Großer Biberhaufen,1,22,1973-01-05,10009805,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-725,14302,Julius-Deutsch-Hof,1,19,1989-11-09,10008982,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-724,14304,Wilhelm-Svetelsky-Hof,1,11,1990-01-18,10008984,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-723,14305,Josef-Pfeifer-Hof,1,3,1990-05-10,10008985,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-722,18364,Gaswerk Leopoldau,1,21,1975-10-17,10010068,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-721,20171,Czapkapark,1,3,1991-05-02,10010381,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-720,00651,Bundesweg,1,12,2000-09-08,10000627,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-71f,00880,Dr.-Schreber-Weg,1,12,1973-01-05,10000848,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-71e,16491,KLG Ernteland Veitlissengasse,1,13,1986-09-19,10009582,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-71d,16193,KLG An der Rehlacke,1,22,1973-01-05,10009290,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-71c,16196,KLG Rosenberg Graben,1,23,1973-01-05,10009293,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-71b,05273,Wickhoffgasse,1,15,1921-02-24,10005166,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-71a,03080,Mariengasse,1,17,1973-01-05,10003009,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-719,02985,Ludo-Hartmann-Platz,1,16,1945-06-30,10002917,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-718,03275,Morsegasse,1,21,1920-06-30,10003203,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-717,04193,Schalkgasse,1,18,1894-06-30,10004106,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-716,00324,Bachofengasse,1,19,1886-01-01,10000313,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-715,04959,Trisannagasse,1,21,1953-09-23,10004858,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-714,06139,Rehgaßl,1,19,2008-10-07,10005969,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-713,01418,Gaußplatz,2,2|20,1919-11-06,10001375,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-712,05208,Weilandgasse,1,21,1966-11-02,10005102,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-711,00162,Amtsstraße,1,21,1892-01-01,10000152,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-710,00939,Drygalskiweg,2,21|22,1973-01-05,10000903,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-70f,05482,Zuckerkandlgasse,1,19,1973-01-05,10005372,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-70e,06316,Lhotskyweg,1,21,1994-02-24,10006139,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-70d,20215,Minna-Lachs-Park,1,6,1998-04-17,10010425,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-70c,20226,Scheupark,1,5,2000-09-12,10387705,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-70b,09734,Paragonstraße,2,3|11,1979-10-18,10007054,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-70a,16360,KLG Schafbergsiedlung (Gr.Knorr),1,18,2012-04-04,10009451,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-709,16373,KLG Josef-Pommer-Gasse,1,13,1980-11-24,10009464,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-708,10237,Jakob-Sommerbauer-Brücke,1,23,1973-01-05,10007518,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-707,06106,Josef-Frank-Gasse,1,22,1991-05-02,10005937,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-706,12451,Jungbauerweg,1,10,1989-11-09,10008528,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-705,02035,Hofjagdstraße,2,13|14,1973-01-05,10001980,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-704,01899,Helferstorferstraße,1,1,1880-01-01,10001846,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-703,00298,Augentrostgasse,1,22,1955-02-16,10000287,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-702,01693,Gymnasiumstraße,2,18|19,1894-06-30,10001644,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-701,20033,Herderpark,1,11,1973-01-05,10010243,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-700,16250,KLG Grinzing Meiselberg,1,19,1973-01-05,10009343,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ff,16325,KLG Am Mühlweg-ÖBB,1,21,1980-10-13,10009416,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6fe,10060,Rennwegbrücke,1,3,1973-01-05,10007349,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6fd,16353,KLG ÖBB Floridsdorf 2051 (Unterer Bahnhof),1,21,2013-05-07,10009444,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6fc,16364,KLG Zum Weißen Kreuz,1,22,2017-07-21,10009455,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6fb,16350,KLG An der Steinböckengasse,1,14,1980-10-28,10009441,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6fa,16226,KLG Satzberg-Rosenhang,1,14,1973-01-05,10009319,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f9,16230,KLG Siller-Gärten,1,16,1973-01-05,10009323,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f8,16234,SDL Sonnheim,1,22,1976-03-24,10009327,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f7,16235,KLG Sonnental,1,23,1973-01-05,10009328,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f6,16240,KLG Stanaboden,1,14,1973-01-05,10009333,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f5,16243,KLG Stürzl,1,22,1973-01-05,10009336,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f4,16247,KLG Lindnerstadl,1,19,1991-03-25,10009340,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f3,16249,KLG Cobenzl,1,19,1973-01-05,10009342,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f2,16276,SDL Juvavia,1,22,1975-07-22,10009369,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f1,16279,KLG Transit,1,21,1975-07-23,10009372,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6f0,04873,Theobaldgasse,1,6,1906-03-30,10004772,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ef,06162,Nechanskyweg,1,22,1987-10-08,10005990,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ee,06163,Plecnikweg,1,22,1987-10-08,10005991,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ed,00044,Aignerstraße,1,20,1921-04-14,10000043,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ec,01694,Gyrowetzgasse,1,14,1894-01-01,10001645,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6eb,00893,Donauturmstraße,2,21|22,1965-04-07,10000861,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ea,01768,Hameauweg,1,17,1894-01-01,10001718,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e9,16197,KLG Rosenhügel,1,23,1973-01-05,10009294,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e8,16200,KLG Neu Rosental,1,14,1973-01-05,10009297,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e7,18277,Schörgengrund,1,22,1973-01-05,10009985,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e6,02398,Karthäuserstraße,1,19,1896-02-20,10002339,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e5,03766,Pretschgasse,1,11,1961-09-20,10003686,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e4,06527,Maria-Kuhn-Gasse,1,10,2003-02-11,10399162,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e3,00200,Angerer Straße,1,21,1973-01-05,10000189,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e2,03557,Paminagasse,1,23,1961-12-06,10003479,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e1,12247,Alfred-Polzer-Weg,1,22,2014-12-02,10008348,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6e0,16228,KLG Siebenhirten,1,23,1973-01-05,10009321,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6df,16229,KLG Alter Wiener 21,1,21,2000-06-28,10009322,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6de,16583,KLG Bitterlichstraße,1,10,1995-07-04,10009674,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6dd,03700,Planetengasse,1,10,1862-06-30,10003620,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6dc,05445,Zettelweg,1,14,1929-04-24,10005335,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6db,16387,KLG Michaelerwiese,1,17,1980-12-11,10009478,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6da,10386,Unterführung Erzherzog-Karl-Straße,1,22,1984-05-07,10007664,50040,Unterführung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d9,22205,Golfplatz Freudenau,1,2,2012-07-13,10010572,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d8,22273,Sportplatz Shell,1,21,2013-02-15,10010640,20020,Sportplatz
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d7,30214,Südring,1,9,2013-09-27,10010697,14,Gebrauchsname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d6,71404,KG Neuwaldegg,1,17,1983-10-13,10010743,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d5,71510,KG Pötzleinsdorf,2,18|19,1983-10-13,10010754,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d4,71613,KG Leopoldau,2,21|22,1983-10-13,10010772,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d3,90520,Nordwestbahnhof,1,20,1973-01-05,10010944,1306,Bahnhof
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d2,20008,Beethovenpark,1,19,1973-01-05,10010218,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d1,20013,Donaupark,1,22,1973-01-05,10010223,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6d0,20014,Draschepark,1,23,1973-01-05,10010224,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6cf,20017,Ebertpark,1,15,1973-01-05,10010227,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ce,20021,Ferdinand-Wolf-Park,1,14,1973-01-05,10010231,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6cd,16414,KLG Wienerfeld,1,10,2011-05-04,10009505,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6cc,16424,KLG Hackenberg Wilckensweg,1,19,1985-04-01,10009515,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6cb,16435,KLG ÖBB Wien-Süd 2054,1,10,2013-04-30,10009526,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ca,00881,Dr.-Schreber-Weg,1,19,1973-01-05,10000849,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c9,15014,Eberschüttwasser,1,22,1973-01-05,10009020,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c8,18291,SDL Augustinerwald,1,14,1973-01-05,10009999,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c7,18293,Simmeringer Haide,1,11,1973-01-05,10010001,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c6,18295,Sophienalpe,1,14,1973-01-05,10010003,10060,Berg
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c5,18299,Breitenlee,1,22,1973-01-05,10010006,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c4,04201,Schartlgasse,1,23,1966-02-23,10004112,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c3,16557,KLG Gerspergasse,1,21,1990-02-22,10009648,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c2,20113,Parkanlage Guldengasse,1,14,2013-08-27,10010323,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c1,20114,Bock-Park,1,3,2008-10-07,10010324,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6c0,20116,Vogelweidpark,1,15,1979-10-18,10010326,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6bf,20117,Karl-Farkas-Park,1,7,1979-10-18,10010327,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6be,20119,Emil-Maurer-Park,1,7,2015-02-23,10010329,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6bd,20120,Richard-Eybner-Park,1,19,1990-10-11,10010330,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6bc,20122,Parkanlage Mittelzone,2,5|12,2013-07-04,10010332,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6bb,90717,Lokalbahn Wien-Baden,5,1|4|5|12|23,1755-01-01,10387745,52020,Schnellbahn
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ba,10285,Belghofersteg,1,12,1976-03-25,10007565,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b9,10295,Häuserl-am-Roan-Brücke,2,17|19,1993-03-15,10007575,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b8,10301,Grünauerbrücke,1,13,1984-03-09,10007581,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b7,01578,Grashofgasse,1,1,1973-05-03,10001533,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b6,03300,Mühlhäufelweg,1,22,1928-03-07,10003228,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b5,00034,Afrikanergasse,1,2,1862-01-01,10000033,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b4,02223,Johann-Hörbiger-Gasse,1,23,1973-01-05,10002165,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b3,01727,Hafnersteig,1,1,1973-05-03,10001678,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b2,02090,Hüttelbergstraße,1,14,1894-01-01,10002035,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b1,01937,Herndlgasse,1,10,1850-01-01,10001883,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6b0,71607,KG Großjedlersdorf II,1,21,1983-10-13,10010766,7253,Katastralgemeinde
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6af,01911,Henckellgasse,1,14,1930-01-22,10001857,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ae,05082,Viktor-Leon-Gasse,1,13,1955-06-08,10004977,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ad,90506,Liesing Frachtenbahnhof,1,23,1973-01-05,10010930,1306,Bahnhof
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ac,20020,Esterházypark,1,6,1973-01-05,10010230,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6ab,20030,Hans-Smital-Park,1,21,1966-11-02,10010240,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6aa,20050,Maxingpark,1,13,1973-01-05,10010260,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a9,20124,Christine-Nöstlinger-Park,1,17,2019-12-03,10010334,7252,Park
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a8,14317,Bruno-Kreisky-Hof,1,17,1995-01-19,10008997,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a7,14319,Franz-Rosenberger-Hof,1,13,1995-09-21,10008999,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a6,14320,Hildegard-Burjan-Hof,1,13,1995-09-21,10009000,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a5,12392,Stiege zur Gutheil-Schoder-Gasse,1,23,1755-01-01,10008472,14,Gebrauchsname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a4,18338,St. Veiter Tor,1,13,2008-02-11,10471476,10001,Objektname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a3,10830,Nordbergbrücke Tragwerk 1,1,9,1996-08-15,10008107,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a2,16563,KLG Badesee Kraus-Piringer,1,22,2000-01-24,10009654,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a1,10478,Kapellenbrücke,1,13,1989-05-17,10007755,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-6a0,10480,Gehegebrücke,1,13,1989-05-18,10007757,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-69f,10482,Wachsstöcklbrücke,1,13,1989-05-18,10007759,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-69e,10484,Teichhausbrücke 1,1,13,1989-05-18,10007761,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-69d,10486,Parkbrücke,1,13,1989-05-18,10007763,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-69c,10487,Lehrpfadsteg 2,1,13,1989-05-18,10007764,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-69b,10489,Gütenbachbrücke 1,1,13,1989-05-18,10007766,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-69a,22044,Volksbad Friedrich-Kaiser-Gasse,1,16,2012-06-28,43447409,20010,Bad
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-699,22045,Währinger Bad,1,18,2012-06-28,43447414,20010,Bad
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-698,05341,Alte Bahntrasse,1,21,2011-11-07,43451712,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-697,18123,Kogel Wiese,1,19,2010-03-29,43454340,20081,Wiese
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-696,18125,Kleefrische Wiese,1,13,2010-03-29,43454868,20081,Wiese
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-695,18151,Untere Wildpretwiese,1,13,2010-03-30,43455101,20081,Wiese
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-694,18156,Gütenbachwiese,1,13,2010-03-30,43455106,20081,Wiese
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-693,18195,Weindorferwiese,1,13,2010-03-30,43455123,20081,Wiese
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-692,16514,KLG Am Mühlweg,1,21,1987-08-14,10009605,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-691,18282,Schneidergrund,1,11,1973-01-05,10009990,7355,Flurname
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-690,16161,KLG Sprengersteig,1,16,2002-06-27,10009258,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-68f,16162,KLG Wasserwerk Liebhartstal,1,16,2002-07-08,10009259,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-68e,16166,SDL Mexiko,1,22,1973-01-05,10009263,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-68d,16168,KLG Montleart,1,16,1973-01-05,10009265,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-68c,16169,KLG Mühlhäufel,1,22,1973-01-05,10009266,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-68b,10639,Kurzer Mühlschüttelsteg,1,21,1989-07-05,10007916,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_-68a,03675,Piaristengasse,1,8,1862-06-30,10003595,1113,Gemeindestraße
