FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c66,04891,Thunhofgasse,1,12,1906-07-10,10004790,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c67,01284,Franz-Siller-Weg,1,12,1973-01-05,10001242,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c68,02365,Karl-Drescher-Gasse,1,11,1938-09-10,10002306,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c69,06064,Fabianistraße,1,11,1984-06-14,10005897,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c6a,02541,Koberweingasse,1,15,1912-09-17,10002478,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c6b,10116,Zanderbrücke,1,23,1989-09-13,10007404,2068,Brücke
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c6c,05790,Kleegasse,1,17,1983-02-21,10005651,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c6d,00429,Bergmillergasse,1,14,1911-03-07,10000414,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c6e,12026,Adolf-Loos-Weg,1,21,1993-09-16,10008149,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c6f,01868,Heidelgasse,1,11,1964-02-05,10001817,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c70,03281,Mosetiggasse,1,23,1964-12-18,10003209,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c71,00981,Eduard-Hanslick-Gasse,1,16,1932-04-13,10000944,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c72,02587,Komzakgasse,1,22,1924-02-06,10002523,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c73,00443,Bertégasse,1,23,1973-01-05,10000428,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c74,05032,Uranusweg,1,14,1923-11-21,10004930,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c75,01980,Hintere Liesingbachstraße,1,10,1973-01-05,10001926,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c76,05106,Volkertplatz,1,2,1973-01-05,10005001,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c77,04423,Schweizer-Garten-Straße,1,3,1973-01-05,10004326,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c78,04559,Sobieskigasse,1,9,1945-06-30,10004460,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c79,05266,Weyprechtgasse,1,16,1874-06-30,10005159,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c7a,02888,Liebhartsgasse,1,16,1867-06-30,10002821,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c7b,05723,Heizwerkstraße,1,23,1973-05-22,10005587,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c7c,02012,Hödlgasse,1,23,1973-01-05,10001957,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c7d,01358,Fürst-Liechtenstein-Straße,1,23,1973-01-05,10001315,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c7e,04999,Uhlplatz,1,8,1894-06-30,10004897,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c7f,00895,Donauwartesteig,1,19,1973-01-05,10000862,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c80,01242,Forchheimergasse,1,23,1959-07-08,10001201,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c81,03747,Prandaugasse,1,22,1917-10-31,10003667,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c82,05354,Wirerstraße,1,10,1911-03-31,10005244,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c83,03540,Otto-Weininger-Gasse,1,13,1957-12-21,10003462,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c84,00606,Brühlgasse,1,11,1895-08-06,10000585,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c85,01748,Haidgasse,1,2,1862-06-30,10001698,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c86,12644,Stella-Klein-Löw-Weg,1,2,2003-09-29,10391701,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c87,03774,Prixgasse,1,22,1960-09-28,10003694,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c88,02631,Kratky-Baschik-Weg,1,2,1963-09-04,10002565,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c89,01432,Gellertgasse,1,10,1872-01-01,10001389,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c8a,03286,Mozartplatz,1,4,1862-06-30,10003214,1113,Gemeindestraße
GEONAMENSVERZOGD.fid--460ab849_186eab0a17f_c8b,02337,Kammerergasse,1,19,1947-06-30,10002278,1113,Gemeindestraße
